NO,SAMPLE_ID,식품코드,DB군,상용제품,식품명,연도,지역 / 제조사,채취시기,식품대분류,식품상세분류,1회제공량,내용량_단위,총내용량(g),총내용량(mL),에너지(㎉),수분(g),단백질(g),지방(g),탄수화물(g),총당류(g),자당(g),포도당(g),과당(g),유당(g),맥아당(g),총 식이섬유(g),칼슘(㎎),철(㎎),철(㎍),마그네슘(㎎),인(㎎),칼륨(㎎),나트륨(㎎),아연(㎎),구리(㎎),망간(㎎),셀레늄(㎍),레티놀(㎍),베타카로틴(㎍),비타민 D3(㎍),토코페롤(㎎),토코트리에놀(㎎),비타민 B1(㎎),비타민 B2(㎎),나이아신(㎎),엽산(DFE)(㎍),비타민 B12(㎍),비타민 C(㎎),총 아미노산(㎎),이소류신(㎎),류신(㎎),라이신(㎎),메티오닌(㎎),페닐알라닌(㎎),트레오닌(㎎),발린(㎎),히스티딘(㎎),아르기닌(㎎),티로신(㎎),시스테인(㎎),알라닌(㎎),아스파르트산(㎎),글루탐산(㎎),글리신(㎎),프롤린(㎎),세린(㎎),콜레스테롤(㎎),총 포화 지방산(g),부티르산(4:0)(g),카프로산(6:0)(g),카프릴산(8:0)(g),카프르산(10:0)(g),라우르산(12:0)(g),미리스트산(14:0)(g),팔미트산(16:0)(g),스테아르산(18:0)(g),아라키드산(20:0)(g),미리스톨레산(14:1)(g),팔미톨레산(16:1)(g),올레산(18:1(n-9))(g),박센산(18:1(n-7))(g),가돌레산(20:1)(g),리놀레산(18:2(n-6)c)(g),알파 리놀렌산(18:3(n-3))(g),감마 리놀렌산(18:3(n-6))(g),에이코사디에노산(20:2(n-6))(g),아라키돈산(20:4(n-6))(g),에이코사트리에노산(20:3(n-6))(g),에이코사펜타에노산(20:5(n-3))(g),도코사펜타에노산(22:5(n-3))(g),도코사헥사에노산(22:6(n-3))(g),트랜스 지방산(g),트랜스 올레산(18:1(n-9)t)(g),트랜스 리놀레산(18:2t)(g),트랜스 리놀렌산(18:3t)(g),회분(g),카페인(㎎),성분표출처,발행기관
280,D000474-ZZ-AVG,D000474,음식,품목대표,안심돈가스,2019,전국(대표),평균,튀김류,육류튀김,200,g,-,-,651.75,87.39,33.28,42.4,34.25,2.77,0.29,0.54,0.83,0,1.11,2.43,31.6,-,1.61,48.84,367.22,515.31,551.55,2.84,0.25,0.31,0,8.72,30.53,-,15.9,1.15,1.17,0.4,6.51,0,0,0.12,-,1433.8,2601.03,2560.08,843.64,1427.65,1511.98,1558.06,1222.58,2014.78,981.65,274.48,1735.5,2914.64,6725.07,1422.04,1714.81,1490.68,105.47,8.55,0,0,0,0,0.1,0.2,6.3,1.9,0.1,0,0.1,9.7,0.7,0.1,14,1.6,0.1,0,0,0.1,0,0,0,0.25,0,0.2,0.1,2.67,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
281,D000475-ZZ-AVG,D000475,음식,품목대표,양념치킨,2019,전국(대표),평균,튀김류,치킨류,200,g,-,-,552,92.1,35.5,26.8,42.3,12.5,1.3,1.9,1.4,0,8.1,2.1,33.57,-,1.47,51.32,380.94,495.73,805.49,2.23,0.09,0.22,54.24,21.52,250.74,-,8.18,0.5,0.26,0.31,8.62,33.24,-,0.2,-,1591.4,2865.86,2947.48,864.48,1669.8,1634.43,1705.45,1026.28,2326.23,977.85,451.91,2125.69,3367.73,6229.98,506.25,1417.65,1563.25,137.79,5.4,0,0,0,0,0,0.1,3.9,1.2,0.1,0,0.7,8,0.4,0.7,7.5,0.8,0,0,0,0,0,0,0,0.2,0.1,0.1,0,3.4,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
282,D000477-ZZ-AVG,D000477,음식,품목대표,쥐포튀김,2019,전국(대표),평균,튀김류,어패류튀김,100,g,-,-,356.91,29.26,9.62,16.49,42.5,7.96,7.92,0,0.04,0,0,1.38,81.39,-,0.65,18.9,156.81,77.04,717.02,0.5,0.05,0.27,34.15,0,0,-,11.03,0.23,0.04,0.07,0.13,6.96,0,0,-,337.29,748.81,679.06,225.98,390.07,399.05,390.78,189.25,515.04,196.87,69.61,499.36,834.7,2405.15,125.93,465.2,417.06,28.7,2.29,0,0,0,0,0,0,1.6,0.6,0.1,0,0,3.2,0.2,0.6,7.3,0.7,0.1,0,0,0,0,0,0.1,0.1,0,0.1,0,2.13,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
283,D000479-ZZ-AVG,D000479,음식,품목대표,치즈돈가스,2019,전국(대표),평균,튀김류,육류튀김,250,g,-,-,755.37,115.1,42.02,46.69,41.76,3.57,0.58,0.63,0.96,0.02,1.38,3.26,421.04,-,1.3,58.13,612.71,521.29,870.77,4.1,0.31,0.31,0,53.5,138.01,-,14.66,1.48,0.68,0.41,7.15,0,0,0.17,-,1783.5,3428,3281.18,980.63,1817.6,1661.65,2105.81,1391.22,2076.14,1361.72,261.27,1828.15,3434.03,9437.23,1497.09,2955.89,2011.84,98.81,13.59,0.1,0.1,0.1,0.2,0.3,1,8.8,2.8,0.1,0.1,0.3,11.5,0.6,0.1,13,1.4,0.1,0,0,0.1,0,0,0,0.44,0.2,0.2,0.1,4.43,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
284,D000480-ZZ-AVG,D000480,음식,품목대표,치킨까스,2019,전국(대표),평균,튀김류,치킨류,200,g,-,-,593,90.94,27.91,33.92,44.02,4.15,0.49,0.75,1.1,0,1.82,3.86,156.96,-,1.15,43.88,387.78,394.41,779.27,1.59,0.18,0.27,0,22.85,83.8,-,10.36,0.72,0.18,0.23,7.75,0,0,0,-,1193.08,2152.52,2180.71,648.45,1203.9,1145.45,1341.63,876.47,1542.63,803.3,204.22,1385.61,2304.93,6106.01,1109.86,1636.43,1285.87,72.97,8.42,0,0,0,0.1,0.1,0.3,5.9,1.7,0.1,0,0.2,8.8,0.6,0.1,12.5,1.4,0.1,0,0,0,0,0,0,0.27,0.1,0.2,0,3.21,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
285,D000481-ZZ-AVG,D000481,음식,품목대표,대구포,2019,전국(대표),평균,포류,포류,100,g,-,-,140.84,56.38,31.97,0.4,2.33,0,0,0,0,0,0,1.18,154.63,-,0.39,78.92,288.6,386.54,3875.95,0.65,0.01,0.07,59.27,0,0,-,0.47,0,0.07,0.07,0.96,8.71,0,0,-,942.4,1966.95,2140.4,832.27,1018.2,1188.86,1051.77,534.8,1800.04,944.6,236.72,1473.6,2553.89,3853.42,288.25,821.14,1199.52,107.15,0.17,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0.3,0,0,0,0,8.92,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
286,D000482-ZZ-AVG,D000482,음식,품목대표,북어포,2019,전국(대표),평균,포류,포류,20,g,-,-,66.46,2.4,15.42,0.39,0.32,0.22,0,0,0.22,0,0,0.56,118.1,-,0.29,25.12,186.95,224.89,128.99,0.49,0.02,0.02,27.33,3.42,0,-,0.27,0,0,0.05,0.36,3.5,0,0,-,455.92,937.54,971.65,405.86,492.99,568.95,510.23,254.15,883.73,431.98,389.32,748.35,1216.79,1858.41,287.6,481.04,617.4,85.02,0.13,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,1.47,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
287,D000483-ZZ-AVG,D000483,음식,품목대표,매작과,2019,전국(대표),평균,과자류,한과류,30,g,-,-,123.86,3.78,2.25,3.95,19.83,4.93,2.19,0.66,0.48,0,1.6,0.83,10.04,-,0.2,7.12,22.99,32,29.83,0.16,0.03,0.17,4.19,0.76,0,-,1.17,0.43,0.02,0,0,3.28,0,0,-,73.94,166.42,46.35,29.59,113.58,66.69,93.08,46.15,88.38,44.79,38.7,77.14,108.9,773.53,2.45,241.15,119.72,10.03,0.7,0,0,0,0,0,0,0.5,0.1,0,0,0,1.1,0,0.2,1.8,0.2,0,0,0,0,0,0,0,0.03,0,0,0,0.19,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
288,D000484-ZZ-AVG,D000484,음식,품목대표,산자,2019,전국(대표),평균,과자류,한과류,30,g,-,-,109.71,3.66,0.69,0.93,24.65,9.4,0.22,0.33,0.09,0,8.76,0.14,1.72,-,0.12,2.1,8.84,12.27,6.86,0.1,0.01,0.06,0.88,0,0,-,0.01,0.02,0,0,0.14,1.03,0,0.03,-,21.27,53.91,12.26,6.75,31.97,19.29,29.18,11.03,28.16,8.04,4.64,27.85,41.19,207.73,1.55,58.91,34.05,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
289,D000485-ZZ-AVG,D000485,음식,품목대표,송화다식,2019,전국(대표),평균,과자류,한과류,30,g,-,-,110.83,3.57,2.49,1.34,22.19,8,0.93,1.83,2.17,0,3.06,2.63,41.6,-,1.04,20.28,47.43,109.39,4.04,0.37,0.08,0.37,1.15,0,13.96,-,0.94,0.01,0.06,0.02,1.75,14.87,0,0,-,89.74,183.08,100.89,29.76,116.45,97.53,104.31,56.73,168.27,42.48,27.51,115.52,263.34,458.83,9.79,120.75,128.89,0,0.27,0,0,0,0,0,0,0.2,0.1,0,0,0,0.5,0,0.1,0.8,0.1,0,0,0,0,0,0,0,0,0,0,0,0.41,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
290,D000486-ZZ-AVG,D000486,음식,품목대표,약과,2019,전국(대표),평균,과자류,한과류,30,g,-,-,119.73,1.76,1.26,1.43,25.47,5.07,0.58,0.16,0.07,0,4.26,1.6,3.74,-,0.22,7.35,19.96,21.84,17.19,0.16,0.02,0.15,2.47,0,0,-,1.22,0.14,0.04,0,0.14,2.44,0,0,-,37.15,88.11,12.45,9.21,57.82,32.56,47.43,18.81,32.45,12.69,10,42.14,53.26,431.05,1.32,132.82,59.8,0,0.37,0,0,0,0,0,0,0.3,0.1,0,0,0,1,0,0.1,1.1,0.1,0,0,0,0,0,0,0,0.01,0,0,0,0.09,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
291,D000487-ZZ-AVG,D000487,음식,품목대표,유과,2019,전국(대표),평균,과자류,한과류,30,g,-,-,127.09,2.92,0.84,3.85,22.27,7.24,0.37,0.63,0.11,0,6.13,0.34,17.46,-,0.14,7.19,18.67,10.42,6.84,0.14,0.03,0.07,0.92,0,0,-,0.82,0.02,0,0.01,0.15,2.54,0,0,-,28.18,66.18,21.37,15.07,38.89,28.08,39.5,20.28,63.26,8.85,5.91,44.63,74.53,165.82,10.68,32.57,40.75,0,0.41,0,0,0,0,0,0,0.3,0.1,0,0,0,1.7,0.1,0.2,1.2,0.2,0,0,0,0,0,0,0,0.01,0,0,0,0.12,-,외식영양성분자료집 통합본(2012-2017년),식품의약품안전처
292,D010001-ZZ-AVG,D010001,음식,외식,글램핑 바비큐(오리지널 L),2019,도미노피자,평균,빵류,피자류,157,g,157,-,410,-,17,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,744,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
293,D010002-ZZ-AVG,D010002,음식,외식,글램핑 바비큐(나폴리M),2019,도미노피자,평균,빵류,피자류,127,g,127,-,328,-,15,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,644,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
294,D010003-ZZ-AVG,D010003,음식,외식,글램핑 바비큐(나폴리L),2019,도미노피자,평균,빵류,피자류,126,g,126,-,312,-,16,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,734,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
295,D010004-ZZ-AVG,D010004,음식,외식,글램핑 바비큐(씬 M),2019,도미노피자,평균,빵류,피자류,105,g,105,-,266,-,13,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,596,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
296,D010005-ZZ-AVG,D010005,음식,외식,글램핑 바비큐(씬 L),2019,도미노피자,평균,빵류,피자류,103,g,103,-,273,-,13,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,591,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
297,D010006-ZZ-AVG,D010006,음식,외식,글램핑 바비큐(슈퍼시드 함유 도우M),2019,도미노피자,평균,빵류,피자류,172,g,172,-,485,-,24,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,1006,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
298,D010007-ZZ-AVG,D010007,음식,외식,글램핑 바비큐(슈퍼시드 함유 도우L),2019,도미노피자,평균,빵류,피자류,156,g,156,-,392,-,19,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,741,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
299,D010008-ZZ-AVG,D010008,음식,외식,글램핑 바비큐 더블치즈엣지(오리지널 M),2019,도미노피자,평균,빵류,피자류,129,g,129,-,330,-,16,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,611,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
300,D010009-ZZ-AVG,D010009,음식,외식,글램핑 바비큐 더블치즈엣지(오리지널 L),2019,도미노피자,평균,빵류,피자류,196,g,196,-,489,-,25,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,1071,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
301,D010010-ZZ-AVG,D010010,음식,외식,더블크러스트 이베리코(더블 크러스트 L),2019,도미노피자,평균,빵류,피자류,152,g,152,-,387,-,19,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,844,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
302,D010011-ZZ-AVG,D010011,음식,외식,더블크러스트 이베리코(더블 크러스트 M),2019,도미노피자,평균,빵류,피자류,130,g,130,-,345,-,12,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,465,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
303,D010012-ZZ-AVG,D010012,음식,외식,리얼불고기(오리지널 L),2019,도미노피자,평균,빵류,피자류,164,g,164,-,420,-,14,-,-,14,-,-,-,-,-,-,-,-,-,-,-,-,564,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
304,D010013-ZZ-AVG,D010013,음식,외식,리얼불고기(오리지널 M),2019,도미노피자,평균,빵류,피자류,115,g,115,-,280,-,13,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,520,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
305,D010014-ZZ-AVG,D010014,음식,외식,리얼불고기(나폴리L),2019,도미노피자,평균,빵류,피자류,130,g,130,-,334,-,16,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,541,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
306,D010015-ZZ-AVG,D010015,음식,외식,리얼불고기(나폴리M),2019,도미노피자,평균,빵류,피자류,181,g,181,-,430,-,23,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,946,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
307,D010016-ZZ-AVG,D010016,음식,외식,리얼불고기(씬 L),2019,도미노피자,평균,빵류,피자류,149,g,149,-,365,-,20,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,676,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
308,D010017-ZZ-AVG,D010017,음식,외식,리얼불고기(씬 M),2019,도미노피자,평균,빵류,피자류,139,g,139,-,396,-,22,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,838,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
309,D010018-ZZ-AVG,D010018,음식,외식,리얼불고기(슈퍼시드 함유 도우L),2019,도미노피자,평균,빵류,피자류,111,g,111,-,313,-,15,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,597,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
310,D010019-ZZ-AVG,D010019,음식,외식,리얼불고기(슈퍼시드 함유 도우M),2019,도미노피자,평균,빵류,피자류,116,g,116,-,292,-,14,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,561,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
311,D010020-ZZ-AVG,D010020,음식,외식,리얼불고기 더블치즈엣지(오리지널 L),2019,도미노피자,평균,빵류,피자류,133,g,133,-,344,-,17,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,544,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
312,D010021-ZZ-AVG,D010021,음식,외식,리얼불고기 더블치즈엣지(오리지널 M),2019,도미노피자,평균,빵류,피자류,144,g,144,-,350,-,18,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,669,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
313,D010022-ZZ-AVG,D010022,음식,외식,문어밤 슈림프(오리지널 L),2019,도미노피자,평균,빵류,피자류,170,g,170,-,428,-,21,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,856,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
314,D010023-ZZ-AVG,D010023,음식,외식,문어밤 슈림프(오리지널 M),2019,도미노피자,평균,빵류,피자류,117,g,117,-,280,-,15,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,600,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
315,D010024-ZZ-AVG,D010024,음식,외식,문어밤 슈림프(나폴리L),2019,도미노피자,평균,빵류,피자류,143,g,143,-,323,-,18,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,708,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
316,D010025-ZZ-AVG,D010025,음식,외식,문어밤 슈림프(나폴리M),2019,도미노피자,평균,빵류,피자류,186,g,186,-,430,-,22,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,1078,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
317,D010026-ZZ-AVG,D010026,음식,외식,문어밤 슈림프(씬 L),2019,도미노피자,평균,빵류,피자류,111,g,111,-,254,-,15,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,596,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
318,D010027-ZZ-AVG,D010027,음식,외식,문어밤 슈림프(씬 M),2019,도미노피자,평균,빵류,피자류,153,g,153,-,389,-,20,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,912,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
319,D010028-ZZ-AVG,D010028,음식,외식,문어밤 슈림프(슈퍼시드 함유 도우L),2019,도미노피자,평균,빵류,피자류,130,g,130,-,333,-,19,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,794,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
320,D010029-ZZ-AVG,D010029,음식,외식,문어밤 슈림프(슈퍼시드 함유 도우M),2019,도미노피자,평균,빵류,피자류,118,g,118,-,280,-,16,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,608,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
321,D010030-ZZ-AVG,D010030,음식,외식,문어밤 슈림프 더블치즈엣지(오리지널 L),2019,도미노피자,평균,빵류,피자류,143,g,143,-,322,-,17,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,682,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
322,D010031-ZZ-AVG,D010031,음식,외식,문어밤 슈림프 더블치즈엣지(오리지널 M),2019,도미노피자,평균,빵류,피자류,144,g,144,-,347,-,18,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,784,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
323,D010032-ZZ-AVG,D010032,음식,외식,베스트 콰트로(오리지널 L),2019,도미노피자,평균,빵류,피자류,186,g,186,-,460,-,25,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,1024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
324,D010033-ZZ-AVG,D010033,음식,외식,베스트 콰트로(오리지널 M),2019,도미노피자,평균,빵류,피자류,134,g,134,-,312,-,13,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,598,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0,식약처('19),식품의약품안전처
