시설명,카테고리1,카테고리2,카테고리3,시도 명칭,시군구 명칭,법정읍면동명칭,리 명칭,번지,도로명 이름,건물 번호,위도,경도,우편번호,도로명주소,지번주소,전화번호,평일 운영시간,주말 운영시간,무료주차 가능여부,발렛주차 가능여부,유아의자 대여여부,휠체어 보유여부,애완동물 동반입장 가능여부,채식메뉴 보유여부,할랄음식 여부,글루텐프리 음식여부,최종작성일
까몬 동탄호수공원점,음식점/유흥시설,동남아시아음식,기타,경기도,화성시,송동,,708-5 번지,동탄순환대로3가길,14-5 번,37.165942,127.094751,18497,경기도 화성시 동탄순환대로3가길 14-5,경기도 화성시 송동  708-5,0507-1327-6047,월-금 11시-21시,토-일 11시-21시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
까몬 선화점,음식점/유흥시설,동남아시아음식,기타,대전광역시,중구,선화동,,279-3 번지,대종로529번길,44 번,36.330035,127.420903,34836,대전광역시 중구 대종로529번길 44,대전광역시 중구 선화동  279-3,정보없음,화-금 11시-21시,토-일 11시-21시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
까몬 안동점,음식점/유흥시설,동남아시아음식,기타,경상북도,안동시,풍천면,갈전리,1725 번지,호수공원2길,12 번,36.56893,128.50182,36759,경상북도 안동시 호수공원2길 12,경상북도 안동시 풍천면 갈전리 1725,0507-1307-1566,화-금 11시-21시,토-일 11시-21시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
까몬 호매실점,음식점/유흥시설,동남아시아음식,기타,경기도,수원시 권선구,금곡동,,1115-4 번지,금곡로,225 번,37.275145,126.954829,16391,경기도 수원시 권선구 금곡로 225,경기도 수원시 권선구 금곡동  1115-4,0507-1322-7248,월-금 11시-21시,토-일 11시-20시,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
까미노블랑코,음식점/유흥시설,유럽음식,이탈리아,부산광역시,부산진구,부전동,,168-408 번지,동천로95번길,11 번,35.157088,129.061601,47292,부산광역시 부산진구 동천로95번길 11,부산광역시 부산진구 부전동  168-408,0507-1400-5936,월-금 11시50분-23시,토-일 11시50분-23시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
까발로비안코,음식점/유흥시설,유럽음식,이탈리아,서울특별시,강남구,삼성동,,150-25 번지,삼성로104길,9 번,37.510996,127.055409,6165,서울특별시 강남구 삼성로104길 9,서울특별시 강남구 삼성동  150-25,02-562-9262,월-금 17시-01시,토 17시-01시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
까브테라스,음식점/유흥시설,유럽음식,이탈리아,서울특별시,강남구,신사동,,517-8 번지,강남대로156길,27 번,37.518749,127.02131,6034,서울특별시 강남구 강남대로156길 27,서울특별시 강남구 신사동  517-8,0507-1399-6672,"화 17시-22시30분,수-금 11시30분-22시30분","토 11시30분-22시30분,일 12시-21시30분",무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
까사,음식점/유흥시설,유럽음식,이탈리아,경기도,안양시 동안구,호계동,,1042-3 번지,평촌대로227번길,26 번,37.39148,126.953998,14072,경기도 안양시 동안구 평촌대로227번길 26,경기도 안양시 동안구 호계동  1042-3,031-476-3053,월-금 11시30분-22시,토-일 11시30분-22시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
까사3353,음식점/유흥시설,유럽음식,이탈리아,경기도,평택시,안중읍,금곡리,335-8 번지,대반1길,21-29 번,36.993954,126.951149,17928,경기도 평택시 대반1길 21-29,경기도 평택시 안중읍 금곡리 335-8,031-681-0075,화-금 11시30분-21시30분,토-일 11시30분-21시30분,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
까사338,음식점/유흥시설,유럽음식,이탈리아,경기도,양주시,삼숭동,,338-1 번지,삼숭로58번길,57 번,37.801225,127.103884,11484,경기도 양주시 삼숭로58번길 57,경기도 양주시 삼숭동  338-1,031-847-7760,월-금 11시30분-21시30분,토-일 11시30분-21시30분,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
까사구스토,음식점/유흥시설,유럽음식,이탈리아,경기도,화성시,반송동,,113-6 번지,노작로4길,18-9 번,37.19784,127.077825,18459,경기도 화성시 노작로4길 18-9,경기도 화성시 반송동  113-6,031-8043-7122,화-금 11시-15시 17시20분분-22시,11시-15시 17시20분-22시,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
까사디루카,음식점/유흥시설,유럽음식,이탈리아,경기도,평택시,비전동,,1060 번지,비전9길,2-43 번,37.002267,127.112221,17855,경기도 평택시 비전9길 2-43,경기도 평택시 비전동  1060,0507-1376-0304,수-금 11시30분-21시,토-일 11시30분-21시,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
까사디쉐프,음식점/유흥시설,유럽음식,유럽,서울특별시,종로구,통인동,,136-8 번지,자하문로7길,32 번,37.579141,126.97046,3040,서울특별시 종로구 자하문로7길 32,서울특별시 종로구 통인동 136-8,070-7775-3399,화-금 10시-22시,토 10시-22시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
까사레지나,음식점/유흥시설,유럽음식,이탈리아,울산광역시,남구,삼산동,,1558-8 번지,정동로,89 번,35.541871,129.343926,44713,울산광역시 남구 정동로 89,울산광역시 남구 삼산동  1558-8,052-274-8280,월-금 11시30분-21시,토 11시30분-21시,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
까사마야,음식점/유흥시설,남미음식,멕시코,서울특별시,서초구,반포동,,704-7 번지,신반포로,326-10 번,37.51002,127.019453,6534,서울특별시 서초구 신반포로 326-10,서울특별시 서초구 반포동  704-7,070-4213-1815,월-금 10시-23시30분,토 10시-23시30분,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
까사브라질그릴,음식점/유흥시설,남미음식,멕시코,경기도,평택시,팽성읍,근내리,257-1 번지,안정로,163 번,36.967952,127.058173,17975,경기도 평택시 안정로 163,경기도 평택시 팽성읍 근내리 257-1,031-656-7136,화-금 11시30분-21시30분,토-일 11시30분-21시30분,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
까사올리브,음식점/유흥시설,유럽음식,이탈리아,인천광역시,미추홀구,용현동,,165-4 번지,인하로47번길,5 번,37.452265,126.654152,22207,인천광역시 미추홀구 인하로47번길 5,인천광역시 미추홀구 용현동  165-4,032-867-0733,월-금 11시-21시,휴무,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
까슐,음식점/유흥시설,유럽음식,이탈리아,경기도,광주시,초월읍,대쌍령리,170-4 번지,무들로47번길,36 번,37.388492,127.289926,12735,경기도 광주시 무들로47번길 36,경기도 광주시 초월읍 대쌍령리 170-4,0507-1424-3040,월-금 11시-20시,토 11시-20시,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
까예데고미스,음식점/유흥시설,유럽음식,스페인,서울특별시,종로구,누하동,,36-1 번지,자하문로9길,34 번,37.579536,126.969356,3036,서울특별시 종로구 자하문로9길 34,서울특별시 종로구 누하동 36-1,02-772-9123,월-금 18시-21시50분,토-일 16시-21시50분,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 있음,할랄음식 메뉴 있음,글루텐프리 메뉴 없음,2022-11-30
까오산,음식점/유흥시설,동남아시아음식,기타,경상북도,포항시 남구,효자동,,253-105 번지,효자동길1번길,22 번,36.00712,129.328131,37664,경상북도 포항시 남구 효자동길1번길 22,경상북도 포항시 남구 효자동  253-105,0507-1306-5204,월-금 11시30분-20시,토-일 11시30분-20시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
까이식당,음식점/유흥시설,동남아시아음식,기타,서울특별시,서대문구,대현동,,53-9 번지,이화여대2가길,24 번,37.558452,126.946245,3767,서울특별시 서대문구 이화여대2가길 24,서울특별시 서대문구 대현동  53-9,070-7779-8899,월-금 11시-20시,토 11시-15시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
까이양포차나,음식점/유흥시설,동남아시아음식,기타,광주광역시,동구,장동,,69 번지,제봉로110번길,15-1 번,35.149064,126.923472,61436,광주광역시 동구 제봉로110번길 15-1,광주광역시 동구 장동  69,정보없음,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
까펜파스타,음식점/유흥시설,유럽음식,이탈리아,서울특별시,양천구,신정동,,1021-7 번지,중앙로32길,67 번,37.520459,126.860941,8087,서울특별시 양천구 중앙로32길 67,서울특별시 양천구 신정동  1021-7,02-2644-2071,월-금 10시-22시,일 09시-24시,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
까폼 더현대서울점,음식점/유흥시설,동남아시아음식,기타,서울특별시,영등포구,여의도동,,22 번지,여의대로,108 번,37.525493,126.928539,7335,서울특별시 영등포구 여의대로 108,서울특별시 영등포구 여의도동  22,02-3277-0790,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
까폼 본점,음식점/유흥시설,동남아시아음식,태국 아시아,서울특별시,강남구,신사동,,655-15 번지,선릉로153길,18 번,37.524876,127.037988,6019,서울특별시 강남구 선릉로153길 18,서울특별시 강남구 신사동 655-15,0507-1411-7318,월-금 11시30분-22시,토-일 11시30분-23시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장가능,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
까폼 현대백화점 판교점,음식점/유흥시설,동남아시아음식,기타,경기도,성남시 분당구,백현동,,541 번지,판교역로146번길,20 번,37.392795,127.112088,13529,경기도 성남시 분당구 판교역로146번길 20,경기도 성남시 분당구 백현동  541,031-5170-1013,월-금 10시30분-21시,토-일 10시30분-21시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
깎뜨쌀국수,음식점/유흥시설,동남아시아음식,베트남,서울특별시,강동구,천호동,,217-83 번지,구천면로40길,14 번,37.545315,127.134254,5310,서울특별시 강동구 구천면로40길 14,서울특별시 강동구 천호동  217-83,02-472-6470,월-금 11시30분-19시30분,토 11시30분-19시30분,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
깐깨우,음식점/유흥시설,동남아시아음식,기타,충청남도,천안시 서북구,두정동,,1438 번지,두정상가8길,62 번,36.831879,127.144991,31105,충청남도 천안시 서북구 두정상가8길 62,충청남도 천안시 서북구 두정동  1438,041-557-7690,월-금 00시-24시,토-일 00시-24시,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
깐쪼네,음식점/유흥시설,유럽음식,이탈리아,서울특별시,서대문구,충정로3가,,31-1 번지,경기대로,23 번,37.561544,126.961709,3751,서울특별시 서대문구 경기대로 23,서울특별시 서대문구 충정로3가  31-1,0507-1302-6147,월-금 11시-21시,휴무,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
